time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-01-16T19:03:12.610Z,33.7221667,-117.5178333,24.27,1.47,ml,13,151,0.05112,0.38,ci,ci37569495,2017-01-17T23:57:28.418Z,"9km NE of Trabuco Canyon, CA",earthquake,1.31,3.26,0.498,9,reviewed,ci,ci
2017-01-16T18:58:45.983Z,61.2207,-149.9946,31.3,2.4,ml,,,,0.8,ak,ak15080780,2017-01-16T19:18:15.918Z,"5km W of Anchorage, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-01-16T18:47:44.870Z,46.3835,-122.6115,8.35,1.17,ml,7,266,0.2024,0.06,uw,uw61228957,2017-01-18T00:06:03.190Z,"25km ENE of Castle Rock, Washington",earthquake,1.19,0.5,0.14,6,reviewed,uw,uw
2017-01-16T18:45:43.770Z,48.8531667,-122.8208333,17.91,2.06,ml,8,132,0.1745,0.29,uw,uw61228952,2017-01-18T00:02:54.760Z,"9km SW of Birch Bay, Washington",earthquake,1.01,1.8,0.18,7,reviewed,uw,uw
2017-01-16T18:33:33.200Z,33.8798333,-117.7188333,6.4,2.35,ml,103,25,0.01352,0.17,ci,ci37569479,2017-01-18T19:57:47.950Z,"9km E of Yorba Linda, CA",earthquake,0.11,0.36,0.18,125,reviewed,ci,ci
2017-01-16T18:26:51.900Z,34.3168333,-116.9643333,10.81,1.19,ml,42,61,0.06528,0.14,ci,ci37569471,2017-01-19T20:11:14.020Z,"10km NNW of Big Bear Lake, CA",earthquake,0.19,0.36,0.171,24,reviewed,ci,ci
2017-01-16T18:23:13.610Z,19.4053326,-155.2826691,1.43,1.96,ml,19,38,0.006866,0.13,hv,hv61565526,2017-01-16T18:28:54.540Z,"5km WSW of Volcano, Hawaii",earthquake,0.17,0.19,0.33,6,automatic,hv,hv
2017-01-16T18:08:25.264Z,38.4172,-118.7436,11.9,1.8,ml,15,130.76,0.044,0.1617,nn,nn00574260,2017-01-19T05:49:03.915Z,"15km SW of Hawthorne, Nevada",earthquake,,1,0.26,5,reviewed,nn,nn
2017-01-16T17:53:26.933Z,38.3993,-118.924,7.6,1.2,ml,8,208.73,0.137,0.1751,nn,nn00574318,2017-01-16T22:36:15.169Z,"29km WSW of Hawthorne, Nevada",earthquake,,3,0.17,2,reviewed,nn,nn
2017-01-16T17:30:10.115Z,64.9655,-147.226,0,1.4,ml,,,,0.84,ak,ak15080401,2017-01-16T17:38:17.243Z,"23km NE of Badger, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-01-16T17:30:09.980Z,33.9991667,-116.9753333,9.44,1.35,ml,42,44,0.0777,0.21,ci,ci37569439,2017-01-17T14:52:39.610Z,"7km E of Calimesa, CA",earthquake,0.25,0.75,0.174,30,reviewed,ci,ci
2017-01-16T17:24:53.630Z,33.1463333,-116.6451667,1.99,1.82,ml,52,66,0.0527,0.2,ci,ci37569431,2017-01-17T14:52:36.533Z,"8km NNW of Julian, CA",earthquake,0.26,0.45,0.155,26,reviewed,ci,ci
2017-01-16T17:13:21.476Z,38.4352,-118.8996,6.5,1.6,ml,13,85.7,0.107,0.1639,nn,nn00574314,2017-01-16T22:20:43.341Z,"25km WSW of Hawthorne, Nevada",earthquake,,1.4,0.37,6,reviewed,nn,nn
2017-01-16T16:59:25.267Z,38.4284,-118.8939,8.8,1,ml,9,167.94,0.105,0.201,nn,nn00574310,2017-01-16T22:04:56.739Z,"25km WSW of Hawthorne, Nevada",earthquake,,2.8,0.04,2,reviewed,nn,nn
2017-01-16T16:41:36.884Z,38.3868,-118.8986,8.1,1.5,ml,14,82.37,0.126,0.138,nn,nn00574306,2017-01-16T21:49:30.907Z,"28km WSW of Hawthorne, Nevada",earthquake,,1.3,0.3,3,reviewed,nn,nn
2017-01-16T16:20:47.960Z,44.7296667,-111.1973333,6.67,1.77,ml,15,65,0.02115,0.19,uu,uu60181952,2017-01-19T23:15:46.370Z,"10km NW of West Yellowstone, Montana",earthquake,0.58,0.87,0.303,2,reviewed,uu,uu
2017-01-16T16:05:20.175Z,56.3862,-157.1078,46.8,3,ml,,,,0.6,ak,ak15080367,2017-01-16T16:21:50.035Z,"103km E of Chignik Lake, Alaska",earthquake,,3.2,,,automatic,ak,ak
2017-01-16T15:48:00.746Z,38.0519,-118.997,7,1.1,ml,6,257.62,0.171,0.0932,nn,nn00574303,2017-01-16T21:39:56.539Z,"30km SE of Bridgeport, California",earthquake,,6.5,0.1,2,reviewed,nn,nn
2017-01-16T15:44:18.078Z,38.0507,-118.9917,6.5,1,ml,6,257.02,0.167,0.1447,nn,nn00574249,2017-01-16T17:10:25.416Z,"30km SE of Bridgeport, California",earthquake,,7.1,0.04,2,reviewed,nn,nn
2017-01-16T15:43:17.966Z,38.0504,-118.9989,7.6,1.1,ml,6,213.8,0.237,0.0944,nn,nn00574241,2017-01-16T17:04:15.236Z,"30km SE of Bridgeport, California",earthquake,,9.5,0.1,2,reviewed,nn,nn
2017-01-16T15:15:23.680Z,38.8166656,-122.8228302,3,0.98,md,14,71,0.009231,0.02,nc,nc72752880,2017-01-16T15:31:04.755Z,"7km NW of The Geysers, California",earthquake,0.29,0.63,0.13,5,automatic,nc,nc
2017-01-16T15:07:25.465Z,63.2538,-151.3976,6.5,1.4,ml,,,,0.85,ak,ak15079995,2017-01-16T15:22:25.479Z,"122km NNW of Talkeetna, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-01-16T15:06:36.730Z,-7.6425,129.9771,10,5.3,mb,,39,1.352,0.7,us,us10007tiy,2017-01-16T16:10:12.040Z,"151km WNW of Saumlaki, Indonesia",earthquake,7.3,1.7,0.055,110,reviewed,us,us
2017-01-16T15:02:04.890Z,-17.1073,-174.8914,248.98,4.7,mb,,127,4.372,0.46,us,us10007tiz,2017-01-16T16:24:12.040Z,"176km SW of Hihifo, Tonga",earthquake,17.1,19.5,0.13,18,reviewed,us,us
2017-01-16T14:57:04.763Z,38.4315,-118.901,6.9,1.1,ml,8,214.53,0.109,0.1315,nn,nn00574230,2017-01-16T16:54:55.494Z,"26km WSW of Hawthorne, Nevada",earthquake,,2.1,0.01,2,reviewed,nn,nn
2017-01-16T14:49:38.641Z,38.3476,-118.8887,7.3,1,ml,8,229.19,0.146,0.1364,nn,nn00574229,2017-01-16T16:51:41.522Z,"30km SW of Hawthorne, Nevada",earthquake,,2,0.16,3,reviewed,nn,nn
2017-01-16T14:46:39.700Z,18.6352,-66.666,99,3.1,Md,15,219.6,0.20391757,0.23,pr,pr17016009,2017-01-16T15:42:44.040Z,"16km NNE of Arecibo, Puerto Rico",earthquake,1.5,0.8,0,13,reviewed,pr,pr
2017-01-16T14:40:07.820Z,37.0618333,-97.9436667,6.24,1.97,ml,9,161,0.106,0.03,ismpkansas,ismpkansas70217848,2017-01-17T22:21:05.250Z,"12km SE of Anthony, Kansas",earthquake,0.41,0.74,0.132,15,reviewed,ismp,ismp
2017-01-16T14:38:59.558Z,38.3222,-118.9428,6.7,1.2,ml,11,101.92,0.194,0.1482,nn,nn00574227,2017-01-16T17:19:48.940Z,"26km ENE of Bridgeport, California",earthquake,,1.7,0.22,5,reviewed,nn,nn
2017-01-16T14:34:36.350Z,-27.7922,-71.6015,10.51,4,ml,,193,0.621,0.5,us,us10007tiu,2017-01-16T15:39:28.040Z,"119km NW of Vallenar, Chile",earthquake,5.1,11.5,,,reviewed,us,guc
2017-01-16T14:21:49.040Z,40.1823,142.253,51.99,4.5,mb,,135,1.09,0.6,us,us10007tit,2017-01-16T15:15:09.040Z,"65km NNE of Miyako, Japan",earthquake,7.2,5.7,0.109,25,reviewed,us,us
2017-01-16T14:16:38.535Z,66.3277,-149.7553,2.3,2.1,ml,,,,0.83,ak,ak15079630,2017-01-16T14:32:06.947Z,"105km S of Coldfoot, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-01-16T14:13:32.858Z,38.3925,-118.894,11,1.7,ml,14,73.63,0.12,0.1269,nn,nn00574223,2017-01-17T02:37:18.610Z,"27km WSW of Hawthorne, Nevada",earthquake,,1.9,0.24,8,reviewed,nn,nn
2017-01-16T14:00:24.457Z,38.3856,-118.8971,7.9,1.3,ml,10,163.34,0.126,0.1427,nn,nn00574222,2017-01-17T02:37:16.335Z,"28km WSW of Hawthorne, Nevada",earthquake,,2.8,0.63,5,reviewed,nn,nn
2017-01-16T13:48:51.270Z,45.9043333,-111.2958333,4.85,0.97,md,10,99,0.253,0.28,mb,mb80197014,2017-01-17T20:57:49.350Z,"6km NNE of Manhattan, Montana",earthquake,0.72,31.61,0.333,5,reviewed,mb,mb
2017-01-16T13:35:45.260Z,38.7925,-122.7573333,1.28,2.81,md,70,47,0.01857,0.06,nc,nc72752870,2017-01-18T02:01:04.675Z,"1km N of The Geysers, California",earthquake,0.1,0.15,0.189,55,reviewed,nc,nc
2017-01-16T13:22:41.050Z,35.7825,-117.6671667,4.06,1.07,ml,19,77,0.06563,0.17,ci,ci37569359,2017-01-17T14:52:55.179Z,"18km N of Ridgecrest, CA",earthquake,0.3,0.7,0.124,16,reviewed,ci,ci
2017-01-16T13:12:11.106Z,38.3705,-118.8915,10.5,1,ml,9,177.18,0.326,0.103,nn,nn00574218,2017-01-17T02:37:14.397Z,"28km SW of Hawthorne, Nevada",earthquake,,4.4,0.03,2,reviewed,nn,nn
2017-01-16T12:44:25.514Z,58.101,-157.1897,0,2.4,ml,,,,0.6,ak,ak15079264,2017-01-16T12:52:11.254Z,"72km SSW of King Salmon, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-01-16T12:42:12.570Z,3.2547,98.5438,10,5.7,mb,,31,0.674,1.44,us,us10007tii,2017-01-17T21:43:34.040Z,"18km NNE of Kabanjahe, Indonesia",earthquake,4.9,1.1,0.048,157,reviewed,us,us
2017-01-16T12:03:38.372Z,38.3888,-118.9357,12,1.1,ml,7,181.37,0.365,0.1748,nn,nn00574293,2017-01-17T02:38:42.147Z,"29km ENE of Bridgeport, California",earthquake,,15,0.09,2,reviewed,nn,nn
2017-01-16T11:31:05.179Z,60.2552,-141.2783,8.1,2.5,ml,,,,0.8,ak,ak15078910,2017-01-16T11:50:26.982Z,"67km ENE of Cape Yakataga, Alaska",earthquake,,0.1,,,automatic,ak,ak
2017-01-16T11:28:15.163Z,63.5046,-151.228,1.9,1.5,ml,,,,0.79,ak,ak15078908,2017-01-16T11:35:17.752Z,"114km W of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-01-16T11:27:37.040Z,35.4965,-84.037,16.77,1.98,md,10,82,0.03312,0.06,se,se60033103,2017-01-16T14:05:01.500Z,"21km ESE of Vonore, Tennessee",earthquake,0.43,0.54,0.049,6,reviewed,se,se
2017-01-16T11:26:14.074Z,61.7573,-148.1787,3.8,1.5,ml,,,,0.65,ak,ak15078905,2017-01-16T11:35:17.495Z,"35km E of Sutton-Alpine, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-01-16T11:19:22.120Z,37.5726662,-118.8426666,3.54,1.71,md,21,165,0.02041,0.03,nc,nc72752860,2017-01-16T11:40:03.146Z,"14km SE of Mammoth Lakes, California",earthquake,0.46,0.36,0.11,18,automatic,nc,nc
2017-01-16T11:01:44.300Z,35.7805,-117.6675,2.98,1.99,ml,29,50,0.06689,0.17,ci,ci37569311,2017-01-18T19:11:36.295Z,"18km N of Ridgecrest, CA",earthquake,0.21,0.44,0.084,25,reviewed,ci,ci
2017-01-16T10:50:54.038Z,64.8282,-147.3301,13.7,2.3,ml,,,,0.63,ak,ak15078898,2017-01-17T12:12:29.729Z,"8km N of North Pole, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-01-16T10:29:09.590Z,38.7856674,-122.7358322,1.57,1.4,md,11,75,0.002525,0.02,nc,nc72752840,2017-01-16T10:44:02.997Z,"2km ENE of The Geysers, California",earthquake,0.29,0.63,0.13,6,automatic,nc,nc
2017-01-16T10:27:55.279Z,61.9145,-151.3452,71.6,2.1,ml,,,,0.4,ak,ak15078894,2017-01-16T10:33:23.266Z,"71km WNW of Willow, Alaska",earthquake,,0.8,,,automatic,ak,ak
2017-01-16T10:09:25.673Z,38.3932,-118.8876,11.2,1.2,ml,11,161.23,0.115,0.1502,nn,nn00574214,2017-01-17T02:37:10.631Z,"27km WSW of Hawthorne, Nevada",earthquake,,2.6,0.63,5,reviewed,nn,nn
2017-01-16T09:39:21.050Z,33.311,-115.6923333,5.02,1.22,ml,37,78,0.05382,0.21,ci,ci37569295,2017-01-18T18:24:56.052Z,"6km SE of Bombay Beach, CA",earthquake,0.23,0.43,0.163,22,reviewed,ci,ci
2017-01-16T09:31:45.370Z,48.1653333,-115.128,7.28,1.21,md,14,196,0.389,0.51,mb,mb80197069,2017-01-17T21:45:19.450Z,"40km SE of Libby, Montana",earthquake,2.32,3.58,0.241,7,reviewed,mb,mb
2017-01-16T09:20:25.812Z,65.7301,-148.2155,9.5,1.8,ml,,,,0.83,ak,ak15078891,2017-01-16T09:29:08.556Z,"98km N of Ester, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-01-16T09:17:06.465Z,38.3936,-118.8829,10.2,1.1,ml,10,87.3,0.112,0.1278,nn,nn00574224,2017-01-17T02:37:20.423Z,"26km WSW of Hawthorne, Nevada",earthquake,,2.1,0.06,2,reviewed,nn,nn
2017-01-16T09:07:10.100Z,18.7919,-68.0891,87,3.4,Md,11,331.2,0.98185861,0.93,pr,pr17016008,2017-01-16T12:28:40.988Z,"40km NE of Punta Cana, Dominican Republic",earthquake,11.2,14.2,0,11,reviewed,pr,pr
2017-01-16T09:01:48.440Z,46.839,-111.739,-1.59,1.56,ml,19,195,0.143,0.19,mb,mb80196829,2017-01-17T16:00:56.010Z,"22km NE of Helena Valley Northeast, Montana",earthquake,0.96,4,0.03,2,reviewed,mb,mb
2017-01-16T08:40:12.635Z,38.4052,-118.9155,8.1,1.1,ml,11,89.97,0.129,0.1162,nn,nn00574210,2017-01-17T02:37:08.796Z,"28km WSW of Hawthorne, Nevada",earthquake,,4.5,0.59,3,reviewed,nn,nn
2017-01-16T08:38:17.000Z,34.5998333,-118.6381667,6.41,1.39,ml,38,76,0.07189,0.22,ci,ci37569263,2017-01-17T15:00:35.320Z,"12km N of Castaic, CA",earthquake,0.32,0.81,0.136,29,reviewed,ci,ci
2017-01-16T08:38:07.804Z,64.2205,-150.178,11.6,1.5,ml,,,,1.09,ak,ak15078888,2017-01-16T08:47:06.206Z,"65km SW of North Nenana, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-01-16T08:20:58.500Z,-48.8595,31.15,10,4.8,mb,,74,15.973,1.39,us,us10007ti6,2017-01-16T12:33:30.040Z,South of Africa,earthquake,9.5,1.8,0.121,21,reviewed,us,us
2017-01-16T08:08:58.150Z,36.0185,-117.3475,1.66,1.05,ml,20,60,0.1213,0.16,ci,ci37569247,2017-01-18T17:35:00.109Z,"28km N of Searles Valley, CA",earthquake,0.24,0.32,0.136,8,reviewed,ci,ci
2017-01-16T07:51:45.020Z,34.0356667,-116.7918333,12,0.98,ml,32,70,0.01325,0.23,ci,ci37569239,2017-01-17T15:01:12.746Z,"13km N of Cabazon, CA",earthquake,0.3,0.69,0.125,27,reviewed,ci,ci
2017-01-16T07:34:29.594Z,38.4354,-118.9084,5.7,1,ml,9,131.34,0.114,0.1586,nn,nn00574207,2017-01-17T02:37:05.285Z,"26km WSW of Hawthorne, Nevada",earthquake,,5.7,0.11,3,reviewed,nn,nn
2017-01-16T07:32:59.871Z,61.6412,-151.0275,62.5,2.1,ml,,,,0.5,ak,ak15078878,2017-01-16T07:47:44.255Z,"53km WSW of Willow, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-01-16T07:32:52.500Z,18.8325,-67.2587,14,3.1,Md,8,324,0.3880722,0.4,pr,pr17016007,2017-01-16T12:03:23.060Z,"41km NNW of San Antonio, Puerto Rico",earthquake,2.4,3,0,7,reviewed,pr,pr
2017-01-16T07:07:29.990Z,38.8115005,-122.7904968,2.74,1.32,md,22,55,0.005152,0.02,nc,nc72752805,2017-01-16T07:09:11.626Z,"4km NW of The Geysers, California",earthquake,0.26,0.44,0.04,6,automatic,nc,nc
2017-01-16T06:58:05.516Z,62.9999,-149.8286,79.6,1.8,ml,,,,0.44,ak,ak15078877,2017-01-16T07:02:50.214Z,"62km SW of Cantwell, Alaska",earthquake,,0.9,,,automatic,ak,ak
2017-01-16T06:48:05.940Z,-8.1477,147.2142,61.7,4.3,mb,,107,1.25,1.13,us,us10007tgn,2017-01-16T14:21:02.040Z,"99km NW of Kokoda, Papua New Guinea",earthquake,10,11.6,0.126,18,reviewed,us,us
2017-01-16T06:31:39.768Z,61.1969,-149.9086,37.1,2.4,ml,,,,0.63,ak,ak15078872,2017-01-16T06:49:33.054Z,"2km S of Anchorage, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-01-16T06:30:24.080Z,34.3178333,-116.9656667,9.36,1.71,ml,71,27,0.06672,0.16,ci,ci37569231,2017-01-17T15:02:43.200Z,"10km NNW of Big Bear Lake, CA",earthquake,0.18,0.36,0.18,28,reviewed,ci,ci
2017-01-16T06:28:07.580Z,33.3135,-115.678,6.54,1.29,ml,29,136,0.06051,0.17,ci,ci37569223,2017-01-18T16:59:46.756Z,"6km SE of Bombay Beach, CA",earthquake,0.28,0.56,0.15,23,reviewed,ci,ci
2017-01-16T06:27:08.240Z,35.9628,-97.373,2.72,2.5,mb_lg,,31,0.36,0.22,us,us10007tgc,2017-01-17T23:52:06.201Z,"10km NNE of Guthrie, Oklahoma",earthquake,1.2,5.2,0.106,23,reviewed,us,us
2017-01-16T06:25:17.874Z,63.2956,-145.3226,3.6,1.5,ml,,,,0.41,ak,ak15078870,2017-01-16T06:33:34.391Z,"64km S of Deltana, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-01-16T06:23:31.600Z,18.0249,-65.5952,21,1.8,Md,4,216,0.08174669,0.23,pr,pr17016006,2017-01-16T07:16:34.768Z,"15km WSW of Esperanza, Puerto Rico",earthquake,1.5,1.2,0,3,reviewed,pr,pr
2017-01-16T06:22:59.500Z,34.3188333,-116.9653333,9.67,1.73,ml,67,27,0.0674,0.16,ci,ci37569215,2017-01-17T15:02:47.910Z,"10km NNW of Big Bear Lake, CA",earthquake,0.19,0.35,0.177,26,reviewed,ci,ci
2017-01-16T05:47:11.414Z,61.6987,-149.6397,30.8,1.7,ml,,,,0.25,ak,ak15078526,2017-01-16T05:54:34.098Z,"8km NNW of Meadow Lakes, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-01-16T05:39:39.700Z,19.6408,-63.6371,53,3.7,Md,15,316.8,2.04456559,0.27,pr,pr17016003,2017-01-16T06:27:48.788Z,"168km NNW of The Valley, Anguilla",earthquake,3,17,0,12,reviewed,pr,pr
2017-01-16T05:32:35.584Z,38.3809,-118.9137,5.5,1.3,ml,12,74.33,0.139,0.1276,nn,nn00574203,2017-01-17T02:36:50.131Z,"29km WSW of Hawthorne, Nevada",earthquake,,4.5,0.04,4,reviewed,nn,nn
2017-01-16T05:32:04.900Z,0.8322,120.1946,10,4.6,mb,,59,0.649,0.86,us,us10007tg9,2017-01-16T05:55:27.040Z,"16km SSW of Ogotua, Indonesia",earthquake,2.1,1.9,0.107,26,reviewed,us,us
2017-01-16T05:30:13.530Z,36.163,-118.0873333,1.35,1.04,ml,20,94,0.1831,0.16,ci,ci37569191,2017-01-18T16:51:27.419Z,"15km SSW of Olancha, CA",earthquake,0.29,1,0.094,12,reviewed,ci,ci
2017-01-16T05:12:44.600Z,18.8164,-67.3684,10,2.4,Md,6,327.6,0.42400481,0.31,pr,pr17016005,2017-01-16T07:13:58.939Z,"45km NW of San Antonio, Puerto Rico",earthquake,2.8,1.2,0,5,reviewed,pr,pr
2017-01-16T05:06:25.700Z,19.3511,-64.8937,58,3.8,Md,17,309.6,1.10043622,0.37,pr,pr17016002,2017-01-16T06:01:13.040Z,"98km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,4.1,11.9,0,13,reviewed,pr,pr
2017-01-16T04:58:23.090Z,36.8557,-97.4485,2.66,2.8,ml,,69,0.158,0.42,us,us10007tg1,2017-01-16T05:22:46.040Z,"15km WNW of Blackwell, Oklahoma",earthquake,1.1,7.1,0.051,50,reviewed,us,us
2017-01-16T04:38:52.060Z,33.9726667,-116.6475,17.46,1.28,ml,46,63,0.06569,0.2,ci,ci37569167,2017-01-17T15:04:20.690Z,"10km SW of Morongo Valley, CA",earthquake,0.25,0.55,0.14,27,reviewed,ci,ci
2017-01-16T04:28:33.610Z,62.3995,-151.1199,77.1,2.4,ml,,,,0.4,ak,ak15078169,2017-01-16T04:48:19.661Z,"52km W of Talkeetna, Alaska",earthquake,,0.9,,,automatic,ak,ak
2017-01-16T04:26:49.319Z,38.3466,-118.9095,6.6,1.1,ml,10,98.24,0.158,0.1215,nn,nn00574202,2017-01-17T02:36:48.095Z,"29km ENE of Bridgeport, California",earthquake,,5.2,0.38,4,reviewed,nn,nn
2017-01-16T04:14:16.400Z,33.3973333,-116.4126667,7.62,1.19,ml,46,38,0.1262,0.22,ci,ci37569159,2017-01-17T15:04:15.380Z,"16km NNW of Borrego Springs, CA",earthquake,0.29,1,0.186,26,reviewed,ci,ci
2017-01-16T03:46:52.904Z,66.1125,-149.2435,5.3,1.7,ml,,,,0.99,ak,ak15078164,2017-01-16T04:04:46.467Z,"134km SSE of Coldfoot, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-01-16T03:17:08.720Z,21.5706,143.2441,313.75,4.6,mb,,97,5.584,0.58,us,us10007tfs,2017-01-16T03:35:29.040Z,"206km NW of Farallon de Pajaros, Northern Mariana Islands",earthquake,10.2,7.8,0.038,203,reviewed,us,us
2017-01-16T03:09:09.780Z,38.7771683,-122.8125,6.81,1.77,md,18,155,0.02499,0.3,nc,nc72752750,2017-01-16T03:25:02.097Z,"4km W of The Geysers, California",earthquake,1.32,2.41,0.15,6,automatic,nc,nc
2017-01-16T03:08:55.700Z,18.4843,-66.3937,121,3.4,Md,14,201.6,0.12845909,0.2,pr,pr17016001,2017-01-16T03:32:54.280Z,"4km N of Vega Baja, Puerto Rico",earthquake,1.5,0.8,0,13,reviewed,pr,pr
2017-01-16T03:01:51.500Z,19.4484,-63.7369,63,3.6,Md,9,320.4,1.8514278,0.23,pr,pr17016004,2017-01-16T06:37:24.927Z,"147km NE of Road Town, British Virgin Islands",earthquake,4.1,13.4,0,4,reviewed,pr,pr
2017-01-16T03:01:09.443Z,38.3892,-118.9239,7.6,1.1,ml,10,95.65,0.142,0.1561,nn,nn00574268,2017-01-17T02:38:14.415Z,"30km WSW of Hawthorne, Nevada",earthquake,,1.9,0.06,2,reviewed,nn,nn
2017-01-16T02:56:03.500Z,18.0478,-66.1938,15,2.9,Md,17,133.2,0.07456017,0.21,pr,pr17016000,2017-01-16T03:27:58.047Z,"1km E of La Plena, Puerto Rico",earthquake,0.5,0.9,0,16,reviewed,pr,pr
2017-01-16T02:53:06.223Z,61.0872,-148.7661,14.9,2.5,ml,,,,0.94,ak,ak15077809,2017-01-16T02:59:22.348Z,"35km N of Whittier, Alaska",earthquake,,1.8,,,automatic,ak,ak
2017-01-16T02:50:07.250Z,52.622,-168.036,42.57,4.9,mb,,166,0.608,1.07,us,us10007tfl,2017-01-16T03:19:12.503Z,"66km ESE of Nikolski, Alaska",earthquake,8.3,6.5,0.033,287,reviewed,us,us
2017-01-16T02:45:36.730Z,33.3033333,-115.6878333,5.46,1.94,ml,45,75,0.06215,0.2,ci,ci37569119,2017-01-18T16:45:35.620Z,"7km SE of Bombay Beach, CA",earthquake,0.19,0.43,0.147,63,reviewed,ci,ci
2017-01-16T02:22:40.920Z,34.0441667,-117.234,15.61,1.67,ml,68,28,0.1013,0.18,ci,ci37569111,2017-01-17T15:04:27.400Z,"2km E of Loma Linda, CA",earthquake,0.24,0.43,0.162,24,reviewed,ci,ci
2017-01-16T02:13:46.957Z,38.4034,-118.8851,11.8,1.1,ml,8,168.24,0.108,0.182,nn,nn00574191,2017-01-17T02:36:44.243Z,"26km WSW of Hawthorne, Nevada",earthquake,,2.4,0.22,2,reviewed,nn,nn
2017-01-16T02:09:52.520Z,37.5791667,-113.5746667,11.91,1.3,ml,6,126,0.1708,0.22,uu,uu60181907,2017-01-18T21:14:13.070Z,"12km E of Enterprise, Utah",earthquake,3.16,1.75,0.138,2,reviewed,uu,uu
2017-01-16T01:50:46.620Z,37.5385,-113.6146667,6.34,1.81,ml,9,114,0.2006,0.17,uu,uu60181902,2017-01-18T21:08:32.040Z,"10km ESE of Enterprise, Utah",earthquake,1.75,1.54,0.114,3,reviewed,uu,uu
2017-01-16T01:41:56.236Z,38.4253,-118.8977,8.9,1,ml,10,160.6,0.108,0.1619,nn,nn00574256,2017-01-17T02:38:00.923Z,"26km WSW of Hawthorne, Nevada",earthquake,,1.6,0.17,2,reviewed,nn,nn
2017-01-16T01:16:38.990Z,-13.6571,166.3802,10,5.8,mb,,28,7.128,1.2,us,us10007tfe,2017-01-17T19:35:44.040Z,"128km W of Sola, Vanuatu",earthquake,3.5,1.9,0.064,89,reviewed,us,us
2017-01-16T01:15:11.740Z,47.4735,-115.8018333,-3.31,1.95,ml,16,99,0.53,0.18,mb,mb80196819,2017-01-17T15:55:45.770Z,"0km N of Mullan, Idaho",earthquake,0.77,8.69,0.233,5,reviewed,mb,mb
2017-01-16T01:14:27.077Z,38.39,-118.9164,7.9,1.6,ml,13,116.25,0.136,0.1732,nn,nn00574177,2017-01-17T02:36:40.341Z,"29km WSW of Hawthorne, Nevada",earthquake,,4.4,0.27,9,reviewed,nn,nn
2017-01-16T01:08:59.870Z,36.0195,-117.8855,1.78,1.14,ml,20,82,0.01239,0.14,ci,ci37569087,2017-01-17T15:04:10.912Z,"6km ESE of Coso Junction, CA",earthquake,0.23,0.27,0.193,19,reviewed,ci,ci
2017-01-16T00:41:49.190Z,-30.0767,-177.7849,10,4.8,mb,,121,0.838,1.24,us,us10007tfd,2017-01-16T01:07:13.040Z,"90km S of Raoul Island, New Zealand",earthquake,10,1.9,0.081,47,reviewed,us,us
2017-01-16T00:37:27.440Z,32.69,-118.0808333,5.81,2.11,ml,19,245,0.6761,0.23,ci,ci37569063,2017-01-19T21:09:07.598Z,"29km ESE of San Clemente Is. (SE tip), CA",earthquake,0.99,31.61,0.127,37,reviewed,ci,ci
2017-01-16T00:19:28.245Z,38.3804,-118.8959,7.8,2.3,ml,25,57.64,0.128,0.1763,nn,nn00574175,2017-01-17T02:36:38.982Z,"28km SW of Hawthorne, Nevada",earthquake,,2.7,0.35,15,reviewed,nn,nn
2017-01-15T23:43:47.661Z,59.9899,-153.4155,142,2.7,ml,,,,0.46,ak,ak15077099,2017-01-19T21:22:05.098Z,"67km SSW of Redoubt Volcano, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-01-15T23:38:24.800Z,19.3561,-65.069,54,3.2,Md,5,320.4,1.06091035,0.28,pr,pr17015008,2017-01-16T04:07:28.218Z,"113km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,6.1,16.9,0,4,reviewed,pr,pr
2017-01-15T23:36:16.400Z,17.9468,-66.7014,9,1.5,Md,4,230.4,0.13115403,0.33,pr,pr17015007,2017-01-16T04:03:17.712Z,"5km SSE of Tallaboa, Puerto Rico",earthquake,4.1,7.4,0,4,reviewed,pr,pr
2017-01-15T23:33:12.000Z,19.3773,-65.0063,40,3.4,Md,8,313.2,1.09504633,0.34,pr,pr17015006,2017-01-16T04:07:48.349Z,"113km NNW of Road Town, British Virgin Islands",earthquake,4,21.1,0,5,reviewed,pr,pr
