time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-01-18T09:09:11.800Z,38.4089,-118.9279,12.4,1.2,ml,6,221.86,0.368,0.1482,nn,nn00574758,2017-01-20T00:44:22.057Z,"29km WSW of Hawthorne, Nevada",earthquake,,16.9,0,1,reviewed,nn,nn
2017-01-18T09:08:20.240Z,36.5198,-117.8391,8.8,1.1,ml,7,122.62,0.21,0.0326,nn,nn00574538,2017-01-18T19:51:20.617Z,"22km ESE of Lone Pine, California",earthquake,,4.5,0.03,2,reviewed,nn,nn
2017-01-18T08:44:42.196Z,38.406,-118.9065,13.7,1,ml,5,249.59,0.351,0.1162,nn,nn00574757,2017-01-20T00:38:12.014Z,"27km WSW of Hawthorne, Nevada",earthquake,,16.8,0.1,2,reviewed,nn,nn
2017-01-18T08:41:07.028Z,62.2068,-151.1379,68,1.6,ml,,,,0.23,ak,ak15090161,2017-01-18T08:57:27.600Z,"54km WSW of Talkeetna, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-01-18T08:37:31.437Z,61.4253,-149.9493,36.7,1.3,ml,,,,1.02,ak,ak15090159,2017-01-18T08:44:43.865Z,"10km S of Big Lake, Alaska",earthquake,,1.7,,,automatic,ak,ak
2017-01-18T08:29:15.550Z,39.1293335,-123.2679977,4.49,1.91,md,6,181,0.5307,0.16,nc,nc72753675,2017-01-18T16:31:51.462Z,"5km WSW of Ukiah, California",earthquake,9.09,7.97,,1,automatic,nc,nc
2017-01-18T08:22:41.130Z,19.4116669,-155.2798309,0.69,1.73,ml,13,55,0.001092,0.23,hv,hv61567731,2017-01-18T20:53:06.430Z,"4km WSW of Volcano, Hawaii",earthquake,0.18,0.46,0.22,5,reviewed,hv,hv
2017-01-18T08:19:27.180Z,36.4874,140.6252,60.38,4.5,mb,,119,1.385,1,us,us10007u0t,2017-01-20T02:53:29.612Z,"5km ENE of Funaishikawa, Japan",earthquake,5.7,7.1,0.068,63,reviewed,us,us
2017-01-18T08:11:00.554Z,38.415,-118.9245,12.9,1,ml,7,174.58,0.368,0.1252,nn,nn00574752,2017-01-20T00:13:30.428Z,"28km WSW of Hawthorne, Nevada",earthquake,,6.6,0.03,2,reviewed,nn,nn
2017-01-18T08:06:27.938Z,59.8656,-152.7062,86.5,2.1,ml,,,,1.04,ak,ak15089713,2017-01-18T08:17:02.291Z,"50km WNW of Anchor Point, Alaska",earthquake,,1.5,,,automatic,ak,ak
2017-01-18T08:05:43.578Z,64.7833,-149.2429,24.1,1.1,ml,,,,0.29,ak,ak15089710,2017-01-18T08:23:24.324Z,"23km NNW of North Nenana, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-01-18T08:04:32.270Z,38.4066,-118.9281,8.3,3.7,ml,30,57.38,0.137,0.1641,nn,nn00574536,2017-01-19T13:14:04.006Z,"29km WSW of Hawthorne, Nevada",earthquake,,2,0.32,18,reviewed,nn,nn
2017-01-18T08:03:25.430Z,-15.5999,-70.2488,236.59,4.3,mb,,115,2.149,1.5,us,us10007tvx,2017-01-18T08:34:54.040Z,"14km NW of Atuncolla, Peru",earthquake,8.4,7.8,0.075,51,reviewed,us,us
2017-01-18T08:02:46.644Z,38.412,-118.9234,11.8,1,ml,7,174.65,0.366,0.1198,nn,nn00574750,2017-01-20T00:00:59.519Z,"28km WSW of Hawthorne, Nevada",earthquake,,5.9,0.03,2,reviewed,nn,nn
2017-01-18T07:42:01.010Z,37.5671654,-118.8713303,17.83,1.42,md,16,140,0.04057,0.24,nc,nc72753665,2017-01-18T08:07:03.163Z,"12km SE of Mammoth Lakes, California",earthquake,1.12,0.96,0.14,15,automatic,nc,nc
2017-01-18T07:41:26.533Z,58.9133,-138.1352,0,2.8,ml,,,,0.82,ak,ak15089704,2017-01-18T07:58:38.287Z,"115km SE of Yakutat, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-01-18T07:29:48.880Z,38.7856674,-122.7351685,1.62,1.57,md,17,74,0.002715,0.02,nc,nc72753660,2017-01-18T07:56:03.141Z,"2km ENE of The Geysers, California",earthquake,0.26,0.42,0.02,4,automatic,nc,nc
2017-01-18T07:29:43.830Z,38.7853317,-122.7350006,1.66,1.91,md,11,72,0.002488,0.02,nc,nc72753655,2017-01-18T07:45:03.123Z,"2km ENE of The Geysers, California",earthquake,0.43,0.64,0.12,4,automatic,nc,nc
2017-01-18T07:22:55.610Z,44.7851667,-110.9963333,6.98,1.32,ml,11,169,0.02677,0.15,uu,uu60182117,2017-01-18T16:47:42.300Z,"16km NNE of West Yellowstone, Montana",earthquake,0.77,0.54,0.148,2,reviewed,uu,uu
2017-01-18T07:07:25.945Z,61.9988,-150.8485,2.4,2.3,ml,,,,0.79,ak,ak15089696,2017-01-18T07:26:08.398Z,"51km WNW of Willow, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-01-18T06:28:07.020Z,59.472,-136.0674,3.5,2,ml,,,,0.75,ak,ak15089693,2017-01-18T06:38:42.242Z,"42km W of Skagway, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-01-18T06:24:11.890Z,53.6394,-166.3709,69.9,1.6,ml,,,,0.18,ak,ak15089691,2017-01-18T20:31:52.271Z,"28km SSE of Unalaska, Alaska",earthquake,,1.9,,,reviewed,ak,ak
2017-01-18T05:59:36.370Z,38.838665,-122.8330002,-0.67,1.61,md,13,84,0.001944,0.09,nc,nc72753615,2017-01-18T06:32:02.969Z,"9km W of Cobb, California",earthquake,0.25,0.46,0.13,4,automatic,nc,nc
2017-01-18T05:59:12.630Z,-15.7946,-173.5941,75.62,4.8,mb,,64,2.568,0.91,us,us10007tvh,2017-01-18T06:14:38.040Z,"23km NE of Hihifo, Tonga",earthquake,9.7,7,0.061,82,reviewed,us,us
2017-01-18T05:56:06.880Z,36.1295,139.9978,48.91,4.1,mb,,149,1.506,1.29,us,us10007u0q,2017-01-18T22:54:11.211Z,"3km ENE of Ishige, Japan",earthquake,5,10.5,0.197,7,reviewed,us,us
2017-01-18T05:47:33.154Z,59.5796,-152.2538,46.9,1.7,ml,,,,0.32,ak,ak15089245,2017-01-18T05:59:52.525Z,"32km SW of Anchor Point, Alaska",earthquake,,2.8,,,automatic,ak,ak
2017-01-18T05:36:41.800Z,63.5724,-150.8722,0.9,1.8,ml,,,,0.58,ak,ak15089240,2017-01-18T05:53:30.551Z,"97km WNW of Cantwell, Alaska",earthquake,,0.1,,,automatic,ak,ak
2017-01-18T05:32:45.410Z,33.9956667,-116.6183333,16.22,1.43,ml,51,63,0.04932,0.21,ci,ci37570487,2017-01-18T14:32:35.360Z,"7km SSW of Morongo Valley, CA",earthquake,0.23,0.57,0.13,27,reviewed,ci,ci
2017-01-18T05:24:19.480Z,37.4725,-118.7885,-0.18,1.16,md,27,126,0.1217,0.06,nc,nc72753610,2017-01-18T19:16:37.098Z,"26km SSE of Mammoth Lakes, California",earthquake,0.26,1.59,0.227,20,reviewed,nc,nc
2017-01-18T05:21:51.839Z,61.8214,-151.7836,96,1.9,ml,,,,0.47,ak,ak15089234,2017-01-18T05:35:27.232Z,"92km W of Willow, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-01-18T05:12:08.320Z,59.9666,-152.982,123.7,2,ml,,,,0.58,ak,ak15089231,2017-01-18T05:23:46.081Z,"59km SSW of Redoubt Volcano, Alaska",earthquake,,0.9,,,automatic,ak,ak
2017-01-18T05:08:35.176Z,38.4103,-118.9216,9.4,1.3,ml,9,160.06,0.131,0.1578,nn,nn00574523,2017-01-18T19:04:14.821Z,"28km WSW of Hawthorne, Nevada",earthquake,,2.8,0.08,3,reviewed,nn,nn
2017-01-18T05:04:12.144Z,38.4765,-118.3592,6.7,2,ml,18,52.57,0.045,0.2,nn,nn00574522,2017-01-18T19:01:04.021Z,"23km ESE of Hawthorne, Nevada",earthquake,,1.6,0.29,9,reviewed,nn,nn
2017-01-18T05:02:12.320Z,38.8018341,-122.7701645,0.94,0.95,md,12,66,0.01406,0.02,nc,nc72753595,2017-01-18T05:43:02.841Z,"2km NNW of The Geysers, California",earthquake,0.24,0.61,0.07,5,automatic,nc,nc
2017-01-18T04:54:55.884Z,38.4041,-118.9281,8.6,1.5,ml,12,161.64,0.138,0.1393,nn,nn00574521,2017-01-18T17:03:12.173Z,"29km WSW of Hawthorne, Nevada",earthquake,,1.2,0.11,3,reviewed,nn,nn
2017-01-18T04:45:41.290Z,38.3583336,-122.3933334,1.88,1.11,md,7,176,0.3945,0.19,nc,nc72753585,2017-01-18T05:10:02.759Z,"5km SSW of Yountville, California",earthquake,10.21,4.56,,1,automatic,nc,nc
2017-01-18T04:41:36.500Z,37.4786682,-118.7874985,4.27,2.56,md,34,118,0.116,0.05,nc,nc72753580,2017-01-18T06:11:17.194Z,"24km SE of Mammoth Lakes, California",earthquake,0.26,1.49,0.23,30,automatic,nc,nc
2017-01-18T04:20:10.505Z,61.6791,-147.5018,14.9,2.4,ml,,,,1.03,ak,ak15089222,2017-01-18T04:33:57.074Z,"72km E of Sutton-Alpine, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-01-18T04:17:00.180Z,37.4698333,-118.7891667,0.54,1.12,md,25,132,0.1241,0.06,nc,nc72753570,2017-01-18T18:43:02.159Z,"25km SE of Mammoth Lakes, California",earthquake,0.27,2.12,0.154,18,reviewed,nc,nc
2017-01-18T04:10:37.968Z,38.6362,-119.5711,2.1,1.4,ml,13,68.23,0.434,0.1924,nn,nn00574517,2017-01-18T22:52:08.256Z,"25km SW of Smith Valley, Nevada",earthquake,,2.8,0.59,5,reviewed,nn,nn
2017-01-18T04:09:39.770Z,27.5135,-111.3055,10,4,mb,,154,4.004,1.27,us,us10007tv5,2017-01-19T03:35:11.577Z,"61km SW of Guaymas, Mexico",earthquake,8.9,2,0.184,8,reviewed,us,us
2017-01-18T04:07:31.500Z,37.480835,-118.7858353,4.38,2.36,md,32,127,0.1143,0.04,nc,nc72753560,2017-01-18T04:13:31.920Z,"24km SE of Mammoth Lakes, California",earthquake,0.28,1.32,0.2,29,automatic,nc,nc
2017-01-18T03:59:10.499Z,38.3399,-118.9153,6.9,1.6,ml,18,69.06,0.166,0.1623,nn,nn00574514,2017-01-18T22:33:03.572Z,"29km ENE of Bridgeport, California",earthquake,,1.3,0.25,7,reviewed,nn,nn
2017-01-18T03:58:26.007Z,38.4284,-118.9062,8.1,1.4,ml,10,187.15,0.114,0.1327,nn,nn00574513,2017-01-18T22:20:33.672Z,"26km WSW of Hawthorne, Nevada",earthquake,,1.4,0.01,2,reviewed,nn,nn
2017-01-18T03:37:21.000Z,19.1016,-66.146,26,2.8,Md,8,284.4,0.79051745,0.23,pr,pr17018001,2017-01-18T07:43:54.254Z,"70km N of San Juan, Puerto Rico",earthquake,1.4,16.3,0,3,reviewed,pr,pr
2017-01-18T03:34:17.700Z,17.9827,-67.1116,5,2.3,Md,7,262.8,0.02245788,0.23,pr,pr17018000,2017-01-18T07:41:27.927Z,"6km W of La Parguera, Puerto Rico",earthquake,1.5,0.4,0,5,reviewed,pr,pr
2017-01-18T03:30:44.220Z,33.9431667,-116.8541667,4.29,0.95,ml,35,77,0.06524,0.18,ci,ci37570439,2017-01-18T14:32:47.790Z,"3km NE of Banning, CA",earthquake,0.23,0.56,0.152,29,reviewed,ci,ci
2017-01-18T03:29:09.503Z,60.0281,-147.8261,21.6,2,ml,,,,0.89,ak,ak15089219,2017-01-18T11:31:53.622Z,"88km E of Bear Creek, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-01-18T03:27:20.980Z,37.4741669,-118.7873306,4.71,2.31,md,30,127,0.1566,0.06,nc,nc72753540,2017-01-18T03:32:02.520Z,"25km SE of Mammoth Lakes, California",earthquake,0.26,2.18,0.26,26,automatic,nc,nc
2017-01-18T03:25:31.020Z,38.385,-118.9193,7.5,1.6,ml,17,69.65,0.141,0.1677,nn,nn00574507,2017-01-18T22:04:33.563Z,"30km WSW of Hawthorne, Nevada",earthquake,,1.2,0.33,5,reviewed,nn,nn
2017-01-18T03:22:06.600Z,37.4776649,-118.7861633,4.17,2.55,ml,36,116,0.1172,0.05,nc,nc72753535,2017-01-18T03:46:02.540Z,"25km SE of Mammoth Lakes, California",earthquake,0.26,1.54,0.151,4,automatic,nc,nc
2017-01-18T03:10:55.590Z,37.4771652,-118.7861633,4.28,2.74,md,34,127,0.1177,0.05,nc,nc72753530,2017-01-18T11:13:38.212Z,"25km SE of Mammoth Lakes, California",earthquake,0.26,1.47,0.2,36,automatic,nc,nc
2017-01-18T03:04:26.688Z,38.3855,-118.9238,7.9,1.6,ml,14,134.07,0.143,0.1524,nn,nn00574501,2017-01-18T21:48:15.605Z,"30km WSW of Hawthorne, Nevada",earthquake,,1.4,0.38,6,reviewed,nn,nn
2017-01-18T02:58:33.380Z,37.4751667,-118.7881667,-0.26,1.15,md,26,125,0.1192,0.07,nc,nc72753520,2017-01-18T17:34:02.982Z,"25km SE of Mammoth Lakes, California",earthquake,0.3,31.61,0.16,18,reviewed,nc,nc
2017-01-18T02:53:36.390Z,37.480999,-118.783165,4.86,3.08,ml,33,123,0.1148,0.04,nc,nc72753515,2017-01-19T16:01:38.013Z,"24km SE of Mammoth Lakes, California",earthquake,0.29,1.39,0.412,9,automatic,nc,nc
2017-01-18T02:52:41.342Z,38.3931,-118.9128,8.5,1.1,ml,11,160.16,0.132,0.1579,nn,nn00574626,2017-01-19T01:11:31.546Z,"29km WSW of Hawthorne, Nevada",earthquake,,1.8,0.2,3,reviewed,nn,nn
2017-01-18T02:49:10.908Z,62.8612,-149.6887,66.6,1.5,ml,,,,0.65,ak,ak15089217,2017-01-18T03:01:12.938Z,"63km NNE of Talkeetna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-01-18T02:41:27.592Z,38.3855,-118.92,8.4,1.6,ml,14,111.51,0.141,0.149,nn,nn00574498,2017-01-18T03:51:44.844Z,"30km WSW of Hawthorne, Nevada",earthquake,,1.3,0.27,6,reviewed,nn,nn
2017-01-18T02:39:49.450Z,33.3431667,-115.731,1.31,1.64,ml,31,183,0.009614,0.17,ci,ci37570367,2017-01-18T23:20:19.062Z,"1km SSE of Bombay Beach, CA",earthquake,0.59,0.22,0.114,21,reviewed,ci,ci
2017-01-18T02:38:10.360Z,33.3513333,-115.743,1.43,2.08,ml,51,58,0.008261,0.19,ci,ci37570359,2017-01-18T23:18:59.990Z,"1km W of Bombay Beach, CA",earthquake,0.2,0.28,0.146,23,reviewed,ci,ci
2017-01-18T02:32:52.810Z,61.9604,-150.8726,67.2,1.9,ml,,,,0.23,ak,ak15089209,2017-01-18T02:54:50.942Z,"49km WNW of Willow, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-01-18T02:07:06.671Z,38.3908,-118.8889,9,1.4,ml,14,68.15,0.117,0.1493,nn,nn00574494,2017-01-18T04:28:52.035Z,"27km WSW of Hawthorne, Nevada",earthquake,,2.3,0.44,6,reviewed,nn,nn
2017-01-18T02:02:27.310Z,-52.9489,9.9922,10,5.2,mb,,100,21.995,1.12,us,us10007tup,2017-01-18T02:18:41.040Z,Southwest of Africa,earthquake,8.5,1.9,0.103,31,reviewed,us,us
2017-01-18T02:00:30.700Z,19.4698333,-155.6501667,5.837,1.24,md,26,72,0.0482,0.15,hv,hv61567251,2017-01-18T21:01:14.170Z,"22km E of Honaunau-Napoopoo, Hawaii",earthquake,0.37,1.24,0.109,11,reviewed,hv,hv
2017-01-18T01:50:34.052Z,38.3654,-118.9234,8.2,1.3,ml,13,134.55,0.154,0.1467,nn,nn00574486,2017-01-18T04:19:29.920Z,"29km ENE of Bridgeport, California",earthquake,,2.9,0.35,6,reviewed,nn,nn
2017-01-18T01:47:11.059Z,65.8519,-147.6956,2.3,1.8,ml,,,,0.65,ak,ak15088766,2017-01-18T02:10:02.261Z,"111km N of College, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-01-18T01:33:51.812Z,60.3135,-150.4014,33.4,1.9,ml,,,,0.55,ak,ak15088764,2017-01-18T01:44:37.153Z,"31km SE of Sterling, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-01-18T01:03:31.670Z,39.841835,-123.5796661,4.3,2.01,md,9,158,0.08278,0.04,nc,nc72753490,2017-01-18T01:49:03.449Z,"18km NNW of Laytonville, California",earthquake,0.34,1.03,0.09,3,automatic,nc,nc
2017-01-18T00:58:49.800Z,62.004,-150.8483,0.1,2.2,ml,,,,0.84,ak,ak15088619,2017-01-18T01:12:16.900Z,"51km NW of Willow, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-01-18T00:44:57.730Z,36.6496658,-121.1654968,2.71,1.24,md,7,232,0.0772,0.08,nc,nc72753485,2017-01-18T01:49:03.144Z,"25km SE of Ridgemark, California",earthquake,1.26,6.03,0.16,8,automatic,nc,nc
2017-01-18T00:25:37.605Z,61.2462,-151.487,67.7,1.6,ml,,,,0.4,ak,ak15088610,2017-01-18T00:38:38.389Z,"62km N of Nikiski, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-01-18T00:13:27.223Z,62.8315,-150.567,80,2.1,ml,,,,0.61,ak,ak15088566,2017-01-18T00:27:46.464Z,"61km NNW of Talkeetna, Alaska",earthquake,,0.8,,,automatic,ak,ak
2017-01-18T00:07:16.263Z,60.3145,-150.4121,34.4,1.5,ml,,,,0.28,ak,ak15088562,2017-01-18T00:16:42.287Z,"31km SE of Sterling, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-01-18T00:05:16.000Z,65.0282,-147.218,1.1,1.4,ml,,,,0.76,ak,ak15088559,2017-01-18T00:16:42.037Z,"29km NNE of Badger, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-01-17T23:57:38.230Z,37.5456657,-121.9520035,3.51,1.06,md,8,85,0.05165,0.17,nc,nc72753475,2017-01-17T23:59:20.263Z,"3km E of Fremont, California",earthquake,0.74,2.03,0.16,5,automatic,nc,nc
2017-01-17T23:55:44.609Z,38.3579,-118.8705,8.2,1.1,ml,10,155.87,0.129,0.1319,nn,nn00574469,2017-01-18T00:10:05.840Z,"28km SW of Hawthorne, Nevada",earthquake,,3,0.12,2,reviewed,nn,nn
2017-01-17T23:44:20.340Z,-12.2084,-77.3447,38.96,3.9,mb,,199,0.538,0.62,us,us10007ttd,2017-01-18T23:48:53.166Z,"26km SW of Callao, Peru",earthquake,7.9,8.8,0.257,4,reviewed,us,us
2017-01-17T23:37:46.990Z,19.4703333,-155.6491667,4.367,2.03,ml,23,72,0.04752,0.17,hv,hv61567041,2017-01-18T02:02:19.250Z,"22km E of Honaunau-Napoopoo, Hawaii",earthquake,0.34,1.86,0.211,5,reviewed,hv,hv
2017-01-17T23:33:41.040Z,19.4715,-155.6525,5.155,1.96,ml,27,73,0.05087,0.19,hv,hv61567036,2017-01-18T02:11:26.770Z,"22km E of Honaunau-Napoopoo, Hawaii",earthquake,0.35,1.56,0.202,5,reviewed,hv,hv
2017-01-17T23:25:11.060Z,33.2221667,-116.186,9.97,1.15,ml,48,40,0.06413,0.15,ci,ci37570295,2017-01-18T22:56:34.857Z,"10km NNW of Ocotillo Wells, CA",earthquake,0.19,0.4,0.131,26,reviewed,ci,ci
2017-01-17T23:14:48.210Z,33.0966667,-117.0263333,5.21,1.05,ml,18,131,0.1206,0.14,ci,ci37570287,2017-01-18T22:50:01.170Z,"6km ESE of Escondido, CA",earthquake,0.41,0.96,0.166,13,reviewed,ci,ci
2017-01-17T23:11:56.032Z,59.6464,-152.0095,84.4,1.5,ml,,,,1.04,ak,ak15088555,2017-01-17T23:20:52.066Z,"17km SW of Anchor Point, Alaska",earthquake,,2.4,,,automatic,ak,ak
2017-01-17T23:10:50.670Z,35.9718323,-120.5231705,10.06,1.34,md,19,131,0.02683,0.07,nc,nc72753455,2017-01-18T00:07:02.434Z,"23km SW of Coalinga, California",earthquake,0.91,0.48,0.31,8,automatic,nc,nc
2017-01-17T22:35:07.600Z,18.8775,-64.3125,44,3.1,Md,5,313.2,1.07887666,0.21,pr,pr17017009,2017-01-18T00:22:46.102Z,"60km NNE of Road Town, British Virgin Islands",earthquake,3.1,11.5,0,4,reviewed,pr,pr
2017-01-17T22:20:07.628Z,59.6333,-153.3197,106.7,2,ml,,,,1.03,ak,ak15088528,2017-01-17T22:29:04.386Z,"85km W of Anchor Point, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-01-17T22:13:41.700Z,19.1277,-64.577,25,3,Md,6,306,1.05462214,0.11,pr,pr17017008,2017-01-18T00:06:28.214Z,"78km N of Road Town, British Virgin Islands",earthquake,1,12.5,0,3,reviewed,pr,pr
2017-01-17T22:02:10.900Z,18.159,-66.8975,18,2.2,Md,4,118.8,0.17966306,0.23,pr,pr17017007,2017-01-17T23:50:30.362Z,"9km ESE of Maricao, Puerto Rico",earthquake,0.9,3.6,0,3,reviewed,pr,pr
2017-01-17T21:49:13.980Z,37.4628334,-118.8261642,2.51,1.62,md,21,190,0.127,0.04,nc,nc72753435,2017-01-17T22:39:03.194Z,"24km SSE of Mammoth Lakes, California",earthquake,0.44,1.02,0.11,16,automatic,nc,nc
2017-01-17T21:48:35.730Z,33.1628333,-116.4728333,13.63,1.61,ml,45,42,0.115,0.19,ci,ci37570191,2017-01-19T19:53:42.220Z,"14km SW of Borrego Springs, CA",earthquake,0.2,0.48,0.172,23,reviewed,ci,ci
2017-01-17T21:27:15.232Z,38.3534,-118.9061,6.1,1.1,ml,11,121.87,0.152,0.1676,nn,nn00574425,2017-01-17T21:43:54.164Z,"30km ENE of Bridgeport, California",earthquake,,3.2,0,1,reviewed,nn,nn
2017-01-17T21:19:56.528Z,63.2097,-150.6753,0,1.5,ml,,,,0.71,ak,ak15088510,2017-01-17T21:29:16.438Z,"88km WSW of Cantwell, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-01-17T21:17:26.262Z,38.4329,-118.9041,6.9,1.5,ml,11,110.79,0.111,0.1697,nn,nn00574420,2017-01-17T21:28:22.801Z,"26km WSW of Hawthorne, Nevada",earthquake,,2.5,0.26,3,reviewed,nn,nn
2017-01-17T21:13:59.130Z,19.4611664,-155.8033295,14.65,1.96,md,13,224,0.1042,0.29,hv,hv61566831,2017-01-17T21:17:16.260Z,"6km E of Honaunau-Napoopoo, Hawaii",earthquake,1.39,0.63,0.27,3,automatic,hv,hv
2017-01-17T21:07:12.640Z,33.8301667,-117.1693333,-0.5,1.03,ml,42,44,0.04337,0.18,ci,ci37570151,2017-01-18T21:56:24.278Z,"4km NW of Nuevo, CA",quarry blast,0.31,31.61,0.167,18,reviewed,ci,ci
2017-01-17T21:01:47.760Z,33.244,-116.6751667,7.6,1.32,ml,42,38,0.05047,0.23,ci,ci37570127,2017-01-18T14:33:03.825Z,"6km SW of Warner Springs, CA",earthquake,0.31,0.7,0.185,25,reviewed,ci,ci
2017-01-17T20:59:43.700Z,35.8149,-97.4322,5.58,2.1,mb_lg,,53,0.026,0.19,us,us10007tsg,2017-01-18T17:53:24.518Z,"7km S of Guthrie, Oklahoma",earthquake,0.8,2.3,0.142,13,reviewed,us,us
2017-01-17T20:49:28.279Z,64.5955,-149.8352,19,1.1,ml,,,,0.51,ak,ak15088043,2017-01-17T20:58:54.905Z,"34km W of North Nenana, Alaska",earthquake,,0.1,,,automatic,ak,ak
2017-01-17T20:48:33.810Z,45.1893333,-112.4395,-2,0.95,md,8,130,0.285,0.07,mb,mb80197024,2017-01-17T21:06:39.190Z,"15km E of Dillon, Montana",quarry blast,0.41,31.61,0.288,7,reviewed,mb,mb
2017-01-17T20:37:37.210Z,38.8079987,-122.7921677,0.17,1.43,md,9,102,0.00245,0.03,nc,nc72753425,2017-01-17T21:29:02.027Z,"4km NW of The Geysers, California",earthquake,0.31,0.6,0.17,4,automatic,nc,nc
2017-01-17T20:19:37.627Z,62.2162,-151.0973,68.5,1.6,ml,,,,0.68,ak,ak15088039,2017-01-17T20:30:00.571Z,"52km WSW of Talkeetna, Alaska",earthquake,,1,,,automatic,ak,ak
2017-01-17T20:00:03.784Z,65.1832,-149.046,15.8,1.3,ml,,,,0.25,ak,ak15088035,2017-01-17T20:07:07.092Z,"61km NW of Ester, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-01-17T19:46:44.950Z,37.4051667,-113.2141667,12.52,2.79,ml,15,137,0.08602,0.23,uu,uu60182092,2017-01-18T17:47:53.040Z,"17km NNE of Toquerville, Utah",earthquake,0.59,0.74,0.066,5,reviewed,uu,uu
2017-01-17T19:34:22.736Z,62.0559,-151.2094,76.3,2.1,ml,,,,0.3,ak,ak15087600,2017-01-17T19:45:54.060Z,"64km WSW of Talkeetna, Alaska",earthquake,,0.9,,,automatic,ak,ak
2017-01-17T19:23:58.597Z,61.0012,-146.5431,3.3,2,ml,,,,0.75,ak,ak15087596,2017-01-17T19:34:53.181Z,"17km SW of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-01-17T19:07:27.550Z,36.5065002,-121.0921631,4.66,1.61,md,10,79,0.01252,0.03,nc,nc72753400,2017-01-17T20:11:02.870Z,"22km ENE of Soledad, California",earthquake,0.3,0.65,0.12,10,automatic,nc,nc
2017-01-17T18:59:55.640Z,39.6298333,-122.5736667,3.99,1.52,md,6,160,0.1364,0.02,nc,nc72753395,2017-01-17T23:00:03.252Z,"34km WSW of Orland, California",earthquake,0.38,31.61,0.343,9,reviewed,nc,nc
2017-01-17T18:53:05.950Z,33.9523333,-116.7868333,15.72,1.68,ml,56,32,0.03855,0.2,ci,ci37570071,2017-01-18T14:34:00.060Z,"4km N of Cabazon, CA",earthquake,0.22,0.55,0.174,27,reviewed,ci,ci
2017-01-17T18:28:12.950Z,50.0927,156.0541,77.34,4.5,mb,,167,3.189,0.77,us,us10007trt,2017-01-18T17:12:18.040Z,"65km S of Severo-Kuril'sk, Russia",earthquake,11.3,9.4,0.069,61,reviewed,us,us
2017-01-17T18:25:35.680Z,34.1545,-118.1518333,11.86,1.8,ml,11,74,0.03243,0.31,ci,ci37570063,2017-01-18T17:56:16.080Z,"2km W of Pasadena, CA",earthquake,0.93,2.16,0.396,34,reviewed,ci,ci
2017-01-17T18:18:18.400Z,19.2665,-65.3775,111,3.5,Md,5,295.2,0.95670578,0.15,pr,pr17017006,2017-01-18T16:55:20.040Z,"134km NNE of Vieques, Puerto Rico",earthquake,4.3,5,0,3,reviewed,pr,pr
2017-01-17T18:11:47.158Z,38.4193,-118.939,8.5,1.6,ml,18,59.6,0.141,0.1481,nn,nn00574403,2017-01-17T18:59:24.373Z,"29km WSW of Hawthorne, Nevada",earthquake,,1.4,0.17,7,reviewed,nn,nn
2017-01-17T18:02:30.980Z,34.215,-118.1008333,12.43,1.07,ml,11,112,0.03626,0.05,ci,ci37570055,2017-01-18T21:50:01.038Z,"4km NE of Altadena, CA",earthquake,0.24,0.35,0.167,5,reviewed,ci,ci
2017-01-17T17:38:19.132Z,59.7473,-152.5389,85.3,3.1,ml,,,,0.48,ak,ak15086708,2017-01-18T16:48:36.040Z,"39km W of Anchor Point, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-01-17T17:37:44.670Z,63.5044,-147.7765,0,1.7,ml,,,,0.45,ak,ak15086706,2017-01-17T17:47:42.319Z,"59km ENE of Cantwell, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-01-17T17:28:04.390Z,32.5916667,-115.702,7.26,1.23,ml,12,203,0.06107,0.17,ci,ci37570047,2017-01-18T21:46:13.462Z,"11km W of Progreso, B.C., MX",earthquake,0.56,0.51,0.308,9,reviewed,ci,ci
2017-01-17T17:15:41.908Z,62.9458,-149.2553,64.6,1.6,ml,,,,0.8,ak,ak15086704,2017-01-17T17:26:00.597Z,"52km SSW of Cantwell, Alaska",earthquake,,0.7,,,automatic,ak,ak
